,0
0,0.51282054
1,0.6666667
2,0.9579832
3,0.95652175
4,0.9557522
5,0.9557522
6,0.9557522
7,0.96428573
8,0.9557522
9,0.9557522
10,0.96428573
11,0.96428573
12,0.96428573
13,0.9734513
14,0.9734513
15,0.96428573
16,0.96428573
17,0.96428573
18,0.96428573
19,0.94545454
20,0.96428573
21,0.94545454
22,0.9259259
23,0.94545454
24,0.94545454
25,0.8952381
26,0.9259259
27,0.94545454
28,0.94545454
29,0.9259259
30,0.96428573
31,0.94545454
32,0.9259259
33,0.96428573
34,0.96428573
35,0.94545454
36,0.94545454
37,0.94545454
38,0.94545454
39,0.94545454
40,0.94545454
41,0.94545454
42,0.9259259
43,0.94545454
44,0.94545454
45,0.94545454
46,0.9259259
47,0.9259259
48,0.9259259
49,0.9259259
50,0.9259259
51,0.9259259
52,0.9259259
53,0.9259259
54,0.9259259
55,0.9259259
56,0.9259259
57,0.9259259
58,0.9259259
59,0.9259259
60,0.9259259
61,0.9259259
62,0.9259259
63,0.9259259
64,0.9259259
65,0.9259259
66,0.9259259
67,0.9259259
68,0.9259259
69,0.9259259
70,0.9259259
71,0.9259259
72,0.9259259
73,0.9259259
74,0.9259259
75,0.99130434
76,0.99130434
77,0.96428573
78,0.96428573
79,0.96428573
80,0.96428573
81,0.96428573
82,0.96428573
83,0.96428573
84,0.96428573
85,0.96428573
86,0.96428573
87,0.94545454
88,0.94545454
89,0.94545454
90,0.94545454
91,0.94545454
92,0.94545454
93,0.94545454
94,0.94545454
95,0.94545454
96,0.94545454
97,0.94545454
98,0.94545454
99,0.94545454
